Template Selection Results
+----+--------------------------------+------------+
|    | Template                       |     Scores |
|----+--------------------------------+------------|
|  0 | [lc]-[ns]-[type-ii]-[ans-iii]  | 0.00819933 |
|  1 | [lc]-[s]-[type-ii]-[ans-iii]   | 0.00733697 |
|  2 | [lc]-[ns]-[type-ii]-[ans-ii]   | 0.00634241 |
|  3 | [lc]-[ns]-[type-iii]-[ans-iii] | 0.00632155 |
|  4 | [lc]-[s]-[type-i]-[ans-ii]     | 0.00598085 |
|  5 | [lc]-[s]-[type-ii]-[ans-ii]    | 0.00598085 |
|  6 | [lc]-[s]-[type-i]-[ans-iii]    | 0.00543845 |
|  7 | [lc]-[ns]-[type-iii]-[ans-ii]  | 0.00541425 |
|  8 | [lc]-[ns]-[type-iii]-[ans-i]   | 0.00493586 |
|  9 | [og]-[s]-[type-ii]-[ans-iii]   | 0.00438923 |
| 10 | [lc]-[ns]-[type-ii]-[ans-i]    | 0.00407958 |
| 11 | [lc]-[s]-[type-iii]-[ans-iii]  | 0.00396037 |
| 12 | [lc]-[ns]-[type-i]-[ans-i]     | 0.0038079  |
| 13 | [og]-[ns]-[type-i]-[ans-i]     | 0.00366592 |
| 14 | [lc]-[s]-[type-ii]-[ans-i]     | 0.00359643 |
| 15 | [og]-[s]-[type-i]-[ans-iii]    | 0.00348961 |
| 16 | [og]-[s]-[type-i]-[ans-i]      | 0.00327957 |
| 17 | [lc]-[s]-[type-iii]-[ans-ii]   | 0.00323212 |
| 18 | [lc]-[ns]-[type-i]-[ans-iii]   | 0.00301945 |
| 19 | [og]-[ns]-[type-ii]-[ans-iii]  | 0.00300771 |
| 20 | [lc]-[s]-[type-iii]-[ans-i]    | 0.00299501 |
| 21 | [lc]-[ns]-[type-i]-[ans-ii]    | 0.00276983 |
| 22 | [og]-[s]-[type-ii]-[ans-i]     | 0.00269938 |
| 23 | [og]-[ns]-[type-ii]-[ans-i]    | 0.00262034 |
| 24 | [og]-[s]-[type-i]-[ans-ii]     | 0.00260174 |
| 25 | [og]-[s]-[type-ii]-[ans-ii]    | 0.00260174 |
| 26 | [og]-[ns]-[type-ii]-[ans-ii]   | 0.00252074 |
| 27 | [og]-[ns]-[type-iii]-[ans-iii] | 0.00246596 |
| 28 | [lc]-[s]-[type-i]-[ans-i]      | 0.00241113 |
| 29 | [og]-[ns]-[type-i]-[ans-iii]   | 0.0022521  |
| 30 | [og]-[s]-[type-iii]-[ans-ii]   | 0.00192297 |
| 31 | [og]-[s]-[type-iii]-[ans-iii]  | 0.00186306 |
| 32 | [og]-[s]-[type-iii]-[ans-i]    | 0.001858   |
| 33 | [og]-[ns]-[type-i]-[ans-ii]    | 0.00177163 |
| 34 | [og]-[ns]-[type-iii]-[ans-i]   | 0.00154281 |
| 35 | [og]-[ns]-[type-iii]-[ans-ii]  | 0.00149673 |
+----+--------------------------------+------------+

For OPT, among these templates, [lc]-[ns]-[type-ii]-[ans-iii] achieved the highest score.
