Template Selection Results
+----+--------------------------------+-------------+
|    | Template                       |      Scores |
|----+--------------------------------+-------------|
|  0 | [lc]-[ns]-[type-iii]-[ans-i]   | 0.000831366 |
|  1 | [og]-[ns]-[type-i]-[ans-i]     | 0.000616431 |
|  2 | [lc]-[ns]-[type-iii]-[ans-ii]  | 0.000592947 |
|  3 | [og]-[ns]-[type-iii]-[ans-i]   | 0.00058651  |
|  4 | [lc]-[ns]-[type-i]-[ans-i]     | 0.000541925 |
|  5 | [og]-[s]-[type-ii]-[ans-i]     | 0.000517368 |
|  6 | [og]-[ns]-[type-iii]-[ans-ii]  | 0.000433922 |
|  7 | [lc]-[ns]-[type-i]-[ans-ii]    | 0.000424385 |
|  8 | [og]-[ns]-[type-ii]-[ans-i]    | 0.000422835 |
|  9 | [og]-[ns]-[type-i]-[ans-iii]   | 0.000415683 |
| 10 | [lc]-[ns]-[type-ii]-[ans-i]    | 0.000405431 |
| 11 | [og]-[s]-[type-i]-[ans-i]      | 0.000396609 |
| 12 | [lc]-[ns]-[type-iii]-[ans-iii] | 0.000384092 |
| 13 | [og]-[ns]-[type-i]-[ans-ii]    | 0.000383139 |
| 14 | [lc]-[s]-[type-ii]-[ans-i]     | 0.000377417 |
| 15 | [og]-[ns]-[type-iii]-[ans-iii] | 0.000371099 |
| 16 | [lc]-[s]-[type-iii]-[ans-ii]   | 0.000334501 |
| 17 | [lc]-[s]-[type-i]-[ans-iii]    | 0.000317931 |
| 18 | [og]-[s]-[type-iii]-[ans-ii]   | 0.000317216 |
| 19 | [lc]-[s]-[type-iii]-[ans-i]    | 0.000313282 |
| 20 | [lc]-[s]-[type-i]-[ans-ii]     | 0.00030458  |
| 21 | [lc]-[s]-[type-ii]-[ans-ii]    | 0.00030458  |
| 22 | [lc]-[ns]-[type-i]-[ans-iii]   | 0.000294924 |
| 23 | [og]-[s]-[type-iii]-[ans-i]    | 0.000280261 |
| 24 | [lc]-[s]-[type-i]-[ans-i]      | 0.000278711 |
| 25 | [lc]-[ns]-[type-ii]-[ans-iii]  | 0.000275731 |
| 26 | [lc]-[s]-[type-iii]-[ans-iii]  | 0.000258207 |
| 27 | [og]-[s]-[type-ii]-[ans-iii]   | 0.000253797 |
| 28 | [og]-[s]-[type-i]-[ans-ii]     | 0.000251889 |
| 29 | [og]-[s]-[type-ii]-[ans-ii]    | 0.000251889 |
| 30 | [og]-[ns]-[type-ii]-[ans-iii]  | 0.000251532 |
| 31 | [og]-[s]-[type-iii]-[ans-iii]  | 0.000243664 |
| 32 | [lc]-[s]-[type-ii]-[ans-iii]   | 0.000239372 |
| 33 | [og]-[s]-[type-i]-[ans-iii]    | 0.000226498 |
| 34 | [og]-[ns]-[type-ii]-[ans-ii]   | 0.000215411 |
| 35 | [lc]-[ns]-[type-ii]-[ans-ii]   | 0.000214696 |
+----+--------------------------------+-------------+

For OPT, among these templates, [lc]-[ns]-[type-iii]-[ans-i] achieved the highest score.
