,index,Template,Scores
0,10,[lc]-[s]-[type-ii]-[ans-i],0.004948854446411133
1,26,[lc]-[ns]-[type-i]-[ans-i],0.004897117614746094
2,28,[lc]-[ns]-[type-i]-[ans-ii],0.004004359245300293
3,18,[lc]-[s]-[type-iii]-[ans-i],0.00353085994720459
4,2,[lc]-[s]-[type-i]-[ans-i],0.003495335578918457
5,34,[lc]-[ns]-[type-ii]-[ans-i],0.0034301280975341797
6,16,[lc]-[ns]-[type-iii]-[ans-i],0.003224611282348633
7,12,[lc]-[ns]-[type-ii]-[ans-ii],0.002607107162475586
8,32,[lc]-[ns]-[type-ii]-[ans-iii],0.002597630023956299
9,0,[lc]-[ns]-[type-i]-[ans-iii],0.0025447607040405273
10,30,[lc]-[s]-[type-ii]-[ans-ii],0.0022641420364379883
11,24,[lc]-[s]-[type-i]-[ans-ii],0.0022641420364379883
12,6,[lc]-[s]-[type-i]-[ans-iii],0.0022426843643188477
13,27,[og]-[ns]-[type-i]-[ans-i],0.0021668672561645508
14,14,[lc]-[s]-[type-ii]-[ans-iii],0.001882016658782959
15,29,[og]-[ns]-[type-i]-[ans-ii],0.0018499493598937988
16,17,[og]-[ns]-[type-iii]-[ans-i],0.001843869686126709
17,19,[og]-[s]-[type-iii]-[ans-i],0.0018117427825927734
18,31,[og]-[s]-[type-ii]-[ans-ii],0.0016769766807556152
19,25,[og]-[s]-[type-i]-[ans-ii],0.0016769766807556152
20,9,[og]-[s]-[type-iii]-[ans-iii],0.0016644001007080078
21,11,[og]-[s]-[type-ii]-[ans-i],0.0016636252403259277
22,22,[lc]-[ns]-[type-iii]-[ans-ii],0.0015953779220581055
23,3,[og]-[s]-[type-i]-[ans-i],0.001519620418548584
24,15,[og]-[s]-[type-ii]-[ans-iii],0.0014721155166625977
25,8,[lc]-[s]-[type-iii]-[ans-iii],0.0014615058898925781
26,4,[lc]-[s]-[type-iii]-[ans-ii],0.0013735294342041016
27,20,[lc]-[ns]-[type-iii]-[ans-iii],0.0013529062271118164
28,33,[og]-[ns]-[type-ii]-[ans-iii],0.0013114213943481445
29,21,[og]-[ns]-[type-iii]-[ans-iii],0.0013068914413452148
30,5,[og]-[s]-[type-iii]-[ans-ii],0.0012969970703125
31,23,[og]-[ns]-[type-iii]-[ans-ii],0.001211404800415039
32,35,[og]-[ns]-[type-ii]-[ans-i],0.0011609196662902832
33,1,[og]-[ns]-[type-i]-[ans-iii],0.0011015534400939941
34,7,[og]-[s]-[type-i]-[ans-iii],0.0010715723037719727
35,13,[og]-[ns]-[type-ii]-[ans-ii],0.0010676980018615723
