,index,Template,Scores
0,0,[lc]-[ns]-[type-i]-[ans-iii],0.0006577968597412109
1,26,[lc]-[ns]-[type-i]-[ans-i],0.0006363391876220703
2,23,[og]-[ns]-[type-iii]-[ans-ii],0.000580906867980957
3,1,[og]-[ns]-[type-i]-[ans-iii],0.0005731582641601562
4,2,[lc]-[s]-[type-i]-[ans-i],0.0005612373352050781
5,3,[og]-[s]-[type-i]-[ans-i],0.0005548000335693359
6,29,[og]-[ns]-[type-i]-[ans-ii],0.0005536079406738281
7,34,[lc]-[ns]-[type-ii]-[ans-i],0.0005428791046142578
8,22,[lc]-[ns]-[type-iii]-[ans-ii],0.0005258321762084961
9,19,[og]-[s]-[type-iii]-[ans-i],0.0005254745483398438
10,27,[og]-[ns]-[type-i]-[ans-i],0.0005176067352294922
11,11,[og]-[s]-[type-ii]-[ans-i],0.0005089044570922852
12,16,[lc]-[ns]-[type-iii]-[ans-i],0.00048720836639404297
13,32,[lc]-[ns]-[type-ii]-[ans-iii],0.00047719478607177734
14,20,[lc]-[ns]-[type-iii]-[ans-iii],0.00045239925384521484
15,28,[lc]-[ns]-[type-i]-[ans-ii],0.00044918060302734375
16,5,[og]-[s]-[type-iii]-[ans-ii],0.0004475116729736328
17,21,[og]-[ns]-[type-iii]-[ans-iii],0.0004404783248901367
18,35,[og]-[ns]-[type-ii]-[ans-i],0.0004391670227050781
19,17,[og]-[ns]-[type-iii]-[ans-i],0.00043261051177978516
20,18,[lc]-[s]-[type-iii]-[ans-i],0.0004290342330932617
21,13,[og]-[ns]-[type-ii]-[ans-ii],0.0004235506057739258
22,12,[lc]-[ns]-[type-ii]-[ans-ii],0.000423431396484375
23,33,[og]-[ns]-[type-ii]-[ans-iii],0.0004162788391113281
24,7,[og]-[s]-[type-i]-[ans-iii],0.00037932395935058594
25,14,[lc]-[s]-[type-ii]-[ans-iii],0.0003739595413208008
26,10,[lc]-[s]-[type-ii]-[ans-i],0.0003565549850463867
27,4,[lc]-[s]-[type-iii]-[ans-ii],0.00035452842712402344
28,24,[lc]-[s]-[type-i]-[ans-ii],0.00035250186920166016
29,30,[lc]-[s]-[type-ii]-[ans-ii],0.00035250186920166016
30,6,[lc]-[s]-[type-i]-[ans-iii],0.0003362894058227539
31,15,[og]-[s]-[type-ii]-[ans-iii],0.00032591819763183594
32,25,[og]-[s]-[type-i]-[ans-ii],0.00030171871185302734
33,31,[og]-[s]-[type-ii]-[ans-ii],0.00030171871185302734
34,9,[og]-[s]-[type-iii]-[ans-iii],0.00023508071899414062
35,8,[lc]-[s]-[type-iii]-[ans-iii],0.00023186206817626953
