,index,Template,Scores
0,10,[lc]-[s]-[type-ii]-[ans-i],0.002315998077392578
1,11,[og]-[s]-[type-ii]-[ans-i],0.002315998077392578
2,18,[lc]-[s]-[type-iii]-[ans-i],0.001647353172302246
3,19,[og]-[s]-[type-iii]-[ans-i],0.001647353172302246
4,17,[og]-[ns]-[type-iii]-[ans-i],0.001614987850189209
5,16,[lc]-[ns]-[type-iii]-[ans-i],0.001614987850189209
6,2,[lc]-[s]-[type-i]-[ans-i],0.0015010833740234375
7,3,[og]-[s]-[type-i]-[ans-i],0.0015010833740234375
8,34,[lc]-[ns]-[type-ii]-[ans-i],0.0014250874519348145
9,35,[og]-[ns]-[type-ii]-[ans-i],0.0014250874519348145
10,0,[lc]-[ns]-[type-i]-[ans-iii],0.0012508630752563477
11,1,[og]-[ns]-[type-i]-[ans-iii],0.0012508630752563477
12,7,[og]-[s]-[type-i]-[ans-iii],0.0011044740676879883
13,6,[lc]-[s]-[type-i]-[ans-iii],0.0011044740676879883
14,14,[lc]-[s]-[type-ii]-[ans-iii],0.001091301441192627
15,15,[og]-[s]-[type-ii]-[ans-iii],0.001091301441192627
16,27,[og]-[ns]-[type-i]-[ans-i],0.0010771751403808594
17,26,[lc]-[ns]-[type-i]-[ans-i],0.0010771751403808594
18,33,[og]-[ns]-[type-ii]-[ans-iii],0.000995635986328125
19,32,[lc]-[ns]-[type-ii]-[ans-iii],0.000995635986328125
20,8,[lc]-[s]-[type-iii]-[ans-iii],0.0009918212890625
21,9,[og]-[s]-[type-iii]-[ans-iii],0.0009918212890625
22,21,[og]-[ns]-[type-iii]-[ans-iii],0.0009060502052307129
23,20,[lc]-[ns]-[type-iii]-[ans-iii],0.0009060502052307129
24,24,[lc]-[s]-[type-i]-[ans-ii],0.000779271125793457
25,25,[og]-[s]-[type-i]-[ans-ii],0.000779271125793457
26,30,[lc]-[s]-[type-ii]-[ans-ii],0.000779271125793457
27,31,[og]-[s]-[type-ii]-[ans-ii],0.000779271125793457
28,13,[og]-[ns]-[type-ii]-[ans-ii],0.0007424354553222656
29,12,[lc]-[ns]-[type-ii]-[ans-ii],0.0007424354553222656
30,28,[lc]-[ns]-[type-i]-[ans-ii],0.0006930232048034668
31,29,[og]-[ns]-[type-i]-[ans-ii],0.0006930232048034668
32,22,[lc]-[ns]-[type-iii]-[ans-ii],0.0006518959999084473
33,23,[og]-[ns]-[type-iii]-[ans-ii],0.0006518959999084473
34,5,[og]-[s]-[type-iii]-[ans-ii],0.0006413459777832031
35,4,[lc]-[s]-[type-iii]-[ans-ii],0.0006413459777832031
