Template Selection Results
+----+--------------------------------+-------------+
|    | Template                       |      Scores |
|----+--------------------------------+-------------|
|  0 | [og]-[ns]-[type-iii]-[ans-i]   | 0.00195861  |
|  1 | [lc]-[ns]-[type-iii]-[ans-i]   | 0.00166154  |
|  2 | [og]-[ns]-[type-i]-[ans-i]     | 0.00162125  |
|  3 | [og]-[s]-[type-iii]-[ans-i]    | 0.00122917  |
|  4 | [lc]-[ns]-[type-i]-[ans-iii]   | 0.00115001  |
|  5 | [lc]-[ns]-[type-i]-[ans-i]     | 0.00112653  |
|  6 | [lc]-[ns]-[type-i]-[ans-ii]    | 0.00107265  |
|  7 | [og]-[ns]-[type-i]-[ans-iii]   | 0.00106835  |
|  8 | [lc]-[ns]-[type-iii]-[ans-ii]  | 0.00103652  |
|  9 | [og]-[ns]-[type-i]-[ans-ii]    | 0.00100851  |
| 10 | [lc]-[ns]-[type-ii]-[ans-i]    | 0.00099194  |
| 11 | [lc]-[ns]-[type-ii]-[ans-iii]  | 0.000984192 |
| 12 | [og]-[ns]-[type-ii]-[ans-i]    | 0.000960827 |
| 13 | [og]-[ns]-[type-ii]-[ans-ii]   | 0.000944495 |
| 14 | [og]-[s]-[type-ii]-[ans-i]     | 0.000944257 |
| 15 | [lc]-[ns]-[type-ii]-[ans-ii]   | 0.000938535 |
| 16 | [og]-[ns]-[type-ii]-[ans-iii]  | 0.000881672 |
| 17 | [lc]-[s]-[type-iii]-[ans-i]    | 0.000871181 |
| 18 | [og]-[ns]-[type-iii]-[ans-iii] | 0.000834584 |
| 19 | [lc]-[ns]-[type-iii]-[ans-iii] | 0.000829458 |
| 20 | [og]-[ns]-[type-iii]-[ans-ii]  | 0.000823021 |
| 21 | [lc]-[s]-[type-iii]-[ans-iii]  | 0.000796556 |
| 22 | [og]-[s]-[type-iii]-[ans-ii]   | 0.00075829  |
| 23 | [og]-[s]-[type-i]-[ans-i]      | 0.000757098 |
| 24 | [og]-[s]-[type-ii]-[ans-iii]   | 0.000739574 |
| 25 | [lc]-[s]-[type-ii]-[ans-i]     | 0.000734329 |
| 26 | [lc]-[s]-[type-i]-[ans-i]      | 0.000730515 |
| 27 | [og]-[s]-[type-iii]-[ans-iii]  | 0.000690699 |
| 28 | [lc]-[s]-[type-ii]-[ans-iii]   | 0.000687838 |
| 29 | [lc]-[s]-[type-i]-[ans-iii]    | 0.000667095 |
| 30 | [lc]-[s]-[type-ii]-[ans-ii]    | 0.000644803 |
| 31 | [lc]-[s]-[type-i]-[ans-ii]     | 0.000644803 |
| 32 | [og]-[s]-[type-i]-[ans-iii]    | 0.000632644 |
| 33 | [lc]-[s]-[type-iii]-[ans-ii]   | 0.000586867 |
| 34 | [og]-[s]-[type-ii]-[ans-ii]    | 0.000551581 |
| 35 | [og]-[s]-[type-i]-[ans-ii]     | 0.000551581 |
+----+--------------------------------+-------------+

For OPT, among these templates, [og]-[ns]-[type-iii]-[ans-i] achieved the highest score.
