,index,Template,Scores
0,14,[lc]-[s]-[type-ii]-[ans-i],0.002171158790588379
1,9,[lc]-[ns]-[type-ii]-[ans-ii],0.0020378828048706055
2,15,[lc]-[s]-[type-i]-[ans-i],0.0017560720443725586
3,27,[og]-[ns]-[type-ii]-[ans-ii],0.0016999244689941406
4,12,[og]-[ns]-[type-i]-[ans-i],0.0016865730285644531
5,13,[lc]-[ns]-[type-i]-[ans-i],0.0016520023345947266
6,10,[lc]-[ns]-[type-iii]-[ans-i],0.0015180110931396484
7,33,[og]-[ns]-[type-ii]-[ans-i],0.0014667510986328125
8,20,[lc]-[ns]-[type-iii]-[ans-ii],0.0014423131942749023
9,6,[og]-[s]-[type-i]-[ans-i],0.0014414787292480469
10,0,[og]-[ns]-[type-iii]-[ans-i],0.001386880874633789
11,29,[og]-[s]-[type-ii]-[ans-i],0.0013312101364135742
12,5,[lc]-[ns]-[type-iii]-[ans-iii],0.0013082027435302734
13,4,[lc]-[s]-[type-i]-[ans-ii],0.0013061761856079102
14,17,[lc]-[s]-[type-ii]-[ans-ii],0.0013061761856079102
15,18,[lc]-[ns]-[type-ii]-[ans-i],0.0012961626052856445
16,32,[lc]-[ns]-[type-ii]-[ans-iii],0.0012922286987304688
17,30,[og]-[ns]-[type-i]-[ans-iii],0.0012847185134887695
18,3,[og]-[ns]-[type-i]-[ans-ii],0.0012621879577636719
19,31,[lc]-[ns]-[type-i]-[ans-iii],0.0012187957763671875
20,1,[og]-[ns]-[type-ii]-[ans-iii],0.0011920928955078125
21,8,[lc]-[s]-[type-iii]-[ans-i],0.0011467933654785156
22,24,[og]-[ns]-[type-iii]-[ans-ii],0.0011017322540283203
23,22,[og]-[s]-[type-ii]-[ans-iii],0.0010843276977539062
24,34,[og]-[s]-[type-i]-[ans-iii],0.0010811090469360352
25,23,[lc]-[ns]-[type-i]-[ans-ii],0.0010355710983276367
26,21,[og]-[s]-[type-ii]-[ans-ii],0.001032710075378418
27,19,[og]-[s]-[type-i]-[ans-ii],0.001032710075378418
28,11,[lc]-[s]-[type-ii]-[ans-iii],0.0010150671005249023
29,2,[og]-[s]-[type-iii]-[ans-i],0.0010126829147338867
30,7,[og]-[ns]-[type-iii]-[ans-iii],0.0009691715240478516
31,35,[lc]-[s]-[type-i]-[ans-iii],0.0009354352951049805
32,25,[lc]-[s]-[type-iii]-[ans-ii],0.0009322166442871094
33,16,[lc]-[s]-[type-iii]-[ans-iii],0.0008448362350463867
34,28,[og]-[s]-[type-iii]-[ans-iii],0.0008080005645751953
35,26,[og]-[s]-[type-iii]-[ans-ii],0.0007984638214111328
