Template Selection Results
+----+--------------------------------+-------------+
|    | Template                       |      Scores |
|----+--------------------------------+-------------|
|  0 | [lc]-[ns]-[type-i]-[ans-i]     | 0.00120223  |
|  1 | [og]-[s]-[type-ii]-[ans-i]     | 0.000954986 |
|  2 | [lc]-[ns]-[type-ii]-[ans-i]    | 0.00094533  |
|  3 | [og]-[ns]-[type-i]-[ans-i]     | 0.000833035 |
|  4 | [og]-[s]-[type-i]-[ans-i]      | 0.000802875 |
|  5 | [lc]-[s]-[type-ii]-[ans-i]     | 0.000765085 |
|  6 | [lc]-[s]-[type-i]-[ans-i]      | 0.000764251 |
|  7 | [og]-[ns]-[type-ii]-[ans-i]    | 0.000753164 |
|  8 | [og]-[ns]-[type-i]-[ans-ii]    | 0.000712276 |
|  9 | [lc]-[s]-[type-iii]-[ans-i]    | 0.000679374 |
| 10 | [lc]-[ns]-[type-iii]-[ans-i]   | 0.000678062 |
| 11 | [lc]-[ns]-[type-i]-[ans-ii]    | 0.000623584 |
| 12 | [og]-[s]-[type-iii]-[ans-i]    | 0.000580311 |
| 13 | [og]-[ns]-[type-iii]-[ans-i]   | 0.000569463 |
| 14 | [lc]-[ns]-[type-i]-[ans-iii]   | 0.000559568 |
| 15 | [lc]-[ns]-[type-ii]-[ans-ii]   | 0.00050199  |
| 16 | [og]-[ns]-[type-i]-[ans-iii]   | 0.000496149 |
| 17 | [og]-[ns]-[type-ii]-[ans-ii]   | 0.000470877 |
| 18 | [og]-[s]-[type-ii]-[ans-ii]    | 0.000461817 |
| 19 | [og]-[s]-[type-i]-[ans-ii]     | 0.000461817 |
| 20 | [lc]-[s]-[type-i]-[ans-ii]     | 0.000460148 |
| 21 | [lc]-[s]-[type-ii]-[ans-ii]    | 0.000460148 |
| 22 | [lc]-[ns]-[type-ii]-[ans-iii]  | 0.000453353 |
| 23 | [lc]-[s]-[type-ii]-[ans-iii]   | 0.000446081 |
| 24 | [og]-[ns]-[type-ii]-[ans-iii]  | 0.000404596 |
| 25 | [lc]-[ns]-[type-iii]-[ans-iii] | 0.000399113 |
| 26 | [lc]-[s]-[type-iii]-[ans-iii]  | 0.000389814 |
| 27 | [og]-[s]-[type-ii]-[ans-iii]   | 0.000386238 |
| 28 | [lc]-[ns]-[type-iii]-[ans-ii]  | 0.0003829   |
| 29 | [lc]-[s]-[type-i]-[ans-iii]    | 0.000379443 |
| 30 | [lc]-[s]-[type-iii]-[ans-ii]   | 0.000379443 |
| 31 | [og]-[s]-[type-i]-[ans-iii]    | 0.000353217 |
| 32 | [og]-[ns]-[type-iii]-[ans-iii] | 0.000349998 |
| 33 | [og]-[ns]-[type-iii]-[ans-ii]  | 0.000336409 |
| 34 | [og]-[s]-[type-iii]-[ans-iii]  | 0.000326037 |
| 35 | [og]-[s]-[type-iii]-[ans-ii]   | 0.00030899  |
+----+--------------------------------+-------------+

For OPT, among these templates, [lc]-[ns]-[type-i]-[ans-i] achieved the highest score.
