,index,Template,Scores
0,8,[lc]-[s]-[type-iii]-[ans-iii],0.004409074783325195
1,14,[lc]-[s]-[type-ii]-[ans-iii],0.0043495893478393555
2,20,[lc]-[ns]-[type-iii]-[ans-iii],0.004332304000854492
3,32,[lc]-[ns]-[type-ii]-[ans-iii],0.003954768180847168
4,10,[lc]-[s]-[type-ii]-[ans-i],0.003915846347808838
5,16,[lc]-[ns]-[type-iii]-[ans-i],0.0038025379180908203
6,12,[lc]-[ns]-[type-ii]-[ans-ii],0.0036205053329467773
7,26,[lc]-[ns]-[type-i]-[ans-i],0.003507375717163086
8,33,[og]-[ns]-[type-ii]-[ans-iii],0.0033953189849853516
9,24,[lc]-[s]-[type-i]-[ans-ii],0.0033768415451049805
10,30,[lc]-[s]-[type-ii]-[ans-ii],0.0033768415451049805
11,22,[lc]-[ns]-[type-iii]-[ans-ii],0.0033311843872070312
12,34,[lc]-[ns]-[type-ii]-[ans-i],0.003300964832305908
13,6,[lc]-[s]-[type-i]-[ans-iii],0.003011941909790039
14,2,[lc]-[s]-[type-i]-[ans-i],0.0029300451278686523
15,11,[og]-[s]-[type-ii]-[ans-i],0.0028047561645507812
16,15,[og]-[s]-[type-ii]-[ans-iii],0.002758324146270752
17,13,[og]-[ns]-[type-ii]-[ans-ii],0.0027064085006713867
18,35,[og]-[ns]-[type-ii]-[ans-i],0.00266265869140625
19,0,[lc]-[ns]-[type-i]-[ans-iii],0.0026379823684692383
20,27,[og]-[ns]-[type-i]-[ans-i],0.0022989511489868164
21,18,[lc]-[s]-[type-iii]-[ans-i],0.002294301986694336
22,3,[og]-[s]-[type-i]-[ans-i],0.00225830078125
23,28,[lc]-[ns]-[type-i]-[ans-ii],0.0022279024124145508
24,7,[og]-[s]-[type-i]-[ans-iii],0.002148866653442383
25,25,[og]-[s]-[type-i]-[ans-ii],0.0020390748977661133
26,31,[og]-[s]-[type-ii]-[ans-ii],0.0020390748977661133
27,4,[lc]-[s]-[type-iii]-[ans-ii],0.0020335912704467773
28,21,[og]-[ns]-[type-iii]-[ans-iii],0.0019779205322265625
29,17,[og]-[ns]-[type-iii]-[ans-i],0.0018786787986755371
30,23,[og]-[ns]-[type-iii]-[ans-ii],0.0017904043197631836
31,29,[og]-[ns]-[type-i]-[ans-ii],0.0017428398132324219
32,9,[og]-[s]-[type-iii]-[ans-iii],0.0015819668769836426
33,1,[og]-[ns]-[type-i]-[ans-iii],0.0015742778778076172
34,5,[og]-[s]-[type-iii]-[ans-ii],0.0013138055801391602
35,19,[og]-[s]-[type-iii]-[ans-i],0.0012565255165100098
