,index,Template,Scores
0,3,[og]-[s]-[type-i]-[ans-i],0.0008563995361328125
1,17,[og]-[ns]-[type-iii]-[ans-i],0.0008317232131958008
2,27,[og]-[ns]-[type-i]-[ans-i],0.0008064508438110352
3,28,[lc]-[ns]-[type-i]-[ans-ii],0.0007598400115966797
4,16,[lc]-[ns]-[type-iii]-[ans-i],0.000716090202331543
5,2,[lc]-[s]-[type-i]-[ans-i],0.0006939172744750977
6,0,[lc]-[ns]-[type-i]-[ans-iii],0.0006923675537109375
7,26,[lc]-[ns]-[type-i]-[ans-i],0.0006852149963378906
8,35,[og]-[ns]-[type-ii]-[ans-i],0.0006815195083618164
9,18,[lc]-[s]-[type-iii]-[ans-i],0.0006566047668457031
10,10,[lc]-[s]-[type-ii]-[ans-i],0.0006493330001831055
11,34,[lc]-[ns]-[type-ii]-[ans-i],0.0006338357925415039
12,29,[og]-[ns]-[type-i]-[ans-ii],0.0006327629089355469
13,12,[lc]-[ns]-[type-ii]-[ans-ii],0.0006003379821777344
14,32,[lc]-[ns]-[type-ii]-[ans-iii],0.0005987882614135742
15,11,[og]-[s]-[type-ii]-[ans-i],0.0005930662155151367
16,19,[og]-[s]-[type-iii]-[ans-i],0.0005893707275390625
17,6,[lc]-[s]-[type-i]-[ans-iii],0.000571131706237793
18,1,[og]-[ns]-[type-i]-[ans-iii],0.0005571842193603516
19,14,[lc]-[s]-[type-ii]-[ans-iii],0.0005557537078857422
20,22,[lc]-[ns]-[type-iii]-[ans-ii],0.0005487203598022461
21,24,[lc]-[s]-[type-i]-[ans-ii],0.000548243522644043
22,30,[lc]-[s]-[type-ii]-[ans-ii],0.000548243522644043
23,23,[og]-[ns]-[type-iii]-[ans-ii],0.0005451440811157227
24,8,[lc]-[s]-[type-iii]-[ans-iii],0.0004775524139404297
25,25,[og]-[s]-[type-i]-[ans-ii],0.00047326087951660156
26,31,[og]-[s]-[type-ii]-[ans-ii],0.00047326087951660156
27,15,[og]-[s]-[type-ii]-[ans-iii],0.00047266483306884766
28,21,[og]-[ns]-[type-iii]-[ans-iii],0.0004649162292480469
29,4,[lc]-[s]-[type-iii]-[ans-ii],0.0004482269287109375
30,9,[og]-[s]-[type-iii]-[ans-iii],0.00044536590576171875
31,13,[og]-[ns]-[type-ii]-[ans-ii],0.0004451274871826172
32,33,[og]-[ns]-[type-ii]-[ans-iii],0.0004309415817260742
33,5,[og]-[s]-[type-iii]-[ans-ii],0.00040137767791748047
34,20,[lc]-[ns]-[type-iii]-[ans-iii],0.0003796815872192383
35,7,[og]-[s]-[type-i]-[ans-iii],0.0003573894500732422
