,index,Template,Scores
0,5,[lc]-[ns]-[type-ii]-[ans-iii],0.008199334144592285
1,32,[lc]-[s]-[type-ii]-[ans-iii],0.007336974143981934
2,14,[lc]-[ns]-[type-ii]-[ans-ii],0.006342411041259766
3,28,[lc]-[ns]-[type-iii]-[ans-iii],0.006321549415588379
4,0,[lc]-[s]-[type-i]-[ans-ii],0.005980849266052246
5,10,[lc]-[s]-[type-ii]-[ans-ii],0.005980849266052246
6,15,[lc]-[s]-[type-i]-[ans-iii],0.005438446998596191
7,24,[lc]-[ns]-[type-iii]-[ans-ii],0.005414247512817383
8,6,[lc]-[ns]-[type-iii]-[ans-i],0.004935860633850098
9,8,[og]-[s]-[type-ii]-[ans-iii],0.00438922643661499
10,34,[lc]-[ns]-[type-ii]-[ans-i],0.004079580307006836
11,19,[lc]-[s]-[type-iii]-[ans-iii],0.003960371017456055
12,9,[lc]-[ns]-[type-i]-[ans-i],0.0038079023361206055
13,3,[og]-[ns]-[type-i]-[ans-i],0.003665924072265625
14,21,[lc]-[s]-[type-ii]-[ans-i],0.0035964250564575195
15,30,[og]-[s]-[type-i]-[ans-iii],0.0034896135330200195
16,20,[og]-[s]-[type-i]-[ans-i],0.003279566764831543
17,35,[lc]-[s]-[type-iii]-[ans-ii],0.003232121467590332
18,27,[lc]-[ns]-[type-i]-[ans-iii],0.0030194520950317383
19,7,[og]-[ns]-[type-ii]-[ans-iii],0.0030077099800109863
20,17,[lc]-[s]-[type-iii]-[ans-i],0.002995014190673828
21,11,[lc]-[ns]-[type-i]-[ans-ii],0.0027698278427124023
22,4,[og]-[s]-[type-ii]-[ans-i],0.0026993751525878906
23,31,[og]-[ns]-[type-ii]-[ans-i],0.0026203393936157227
24,23,[og]-[s]-[type-i]-[ans-ii],0.0026017427444458008
25,26,[og]-[s]-[type-ii]-[ans-ii],0.0026017427444458008
26,33,[og]-[ns]-[type-ii]-[ans-ii],0.002520740032196045
27,16,[og]-[ns]-[type-iii]-[ans-iii],0.002465963363647461
28,29,[lc]-[s]-[type-i]-[ans-i],0.0024111270904541016
29,13,[og]-[ns]-[type-i]-[ans-iii],0.0022521018981933594
30,18,[og]-[s]-[type-iii]-[ans-ii],0.0019229650497436523
31,1,[og]-[s]-[type-iii]-[ans-iii],0.0018630623817443848
32,2,[og]-[s]-[type-iii]-[ans-i],0.0018579959869384766
33,12,[og]-[ns]-[type-i]-[ans-ii],0.0017716288566589355
34,25,[og]-[ns]-[type-iii]-[ans-i],0.001542806625366211
35,22,[og]-[ns]-[type-iii]-[ans-ii],0.001496732234954834
