Template Selection Results
+----+--------------------------------+-------------+
|    | Template                       |      Scores |
|----+--------------------------------+-------------|
|  0 | [lc]-[ns]-[type-i]-[ans-i]     | 0.00122821  |
|  1 | [og]-[ns]-[type-ii]-[ans-i]    | 0.00121176  |
|  2 | [lc]-[ns]-[type-i]-[ans-iii]   | 0.00109899  |
|  3 | [og]-[ns]-[type-iii]-[ans-i]   | 0.0010916   |
|  4 | [lc]-[ns]-[type-iii]-[ans-i]   | 0.00106549  |
|  5 | [lc]-[ns]-[type-ii]-[ans-i]    | 0.00106549  |
|  6 | [lc]-[ns]-[type-i]-[ans-ii]    | 0.00104225  |
|  7 | [lc]-[s]-[type-ii]-[ans-i]     | 0.00100994  |
|  8 | [og]-[ns]-[type-ii]-[ans-iii]  | 0.000992417 |
|  9 | [og]-[s]-[type-ii]-[ans-i]     | 0.000986099 |
| 10 | [lc]-[s]-[type-i]-[ans-i]      | 0.000970244 |
| 11 | [lc]-[ns]-[type-ii]-[ans-iii]  | 0.00094986  |
| 12 | [og]-[ns]-[type-i]-[ans-i]     | 0.000924468 |
| 13 | [lc]-[ns]-[type-iii]-[ans-iii] | 0.000922441 |
| 14 | [lc]-[s]-[type-ii]-[ans-iii]   | 0.000909925 |
| 15 | [og]-[s]-[type-i]-[ans-i]      | 0.000908017 |
| 16 | [og]-[ns]-[type-iii]-[ans-iii] | 0.000903606 |
| 17 | [og]-[ns]-[type-ii]-[ans-ii]   | 0.000889659 |
| 18 | [lc]-[s]-[type-i]-[ans-iii]    | 0.000883222 |
| 19 | [og]-[ns]-[type-i]-[ans-iii]   | 0.000869989 |
| 20 | [og]-[ns]-[type-i]-[ans-ii]    | 0.000813246 |
| 21 | [lc]-[ns]-[type-ii]-[ans-ii]   | 0.000796437 |
| 22 | [og]-[s]-[type-ii]-[ans-iii]   | 0.000773668 |
| 23 | [og]-[ns]-[type-iii]-[ans-ii]  | 0.000739932 |
| 24 | [og]-[s]-[type-iii]-[ans-i]    | 0.000739813 |
| 25 | [lc]-[s]-[type-ii]-[ans-ii]    | 0.000725389 |
| 26 | [lc]-[s]-[type-i]-[ans-ii]     | 0.000725389 |
| 27 | [lc]-[ns]-[type-iii]-[ans-ii]  | 0.00072062  |
| 28 | [og]-[s]-[type-i]-[ans-iii]    | 0.000710368 |
| 29 | [og]-[s]-[type-ii]-[ans-ii]    | 0.000642776 |
| 30 | [og]-[s]-[type-i]-[ans-ii]     | 0.000642776 |
| 31 | [lc]-[s]-[type-iii]-[ans-ii]   | 0.000599265 |
| 32 | [lc]-[s]-[type-iii]-[ans-i]    | 0.000589609 |
| 33 | [og]-[s]-[type-iii]-[ans-iii]  | 0.000550628 |
| 34 | [og]-[s]-[type-iii]-[ans-ii]   | 0.000533223 |
| 35 | [lc]-[s]-[type-iii]-[ans-iii]  | 0.000515103 |
+----+--------------------------------+-------------+

For OPT, among these templates, [lc]-[ns]-[type-i]-[ans-i] achieved the highest score.
