,index,Template,Scores
0,12,[lc]-[ns]-[type-ii]-[ans-ii],0.004526257514953613
1,32,[lc]-[ns]-[type-ii]-[ans-iii],0.004109978675842285
2,27,[og]-[ns]-[type-i]-[ans-i],0.003579258918762207
3,28,[lc]-[ns]-[type-i]-[ans-ii],0.0030994415283203125
4,22,[lc]-[ns]-[type-iii]-[ans-ii],0.003084540367126465
5,0,[lc]-[ns]-[type-i]-[ans-iii],0.0028910040855407715
6,35,[og]-[ns]-[type-ii]-[ans-i],0.0026703476905822754
7,3,[og]-[s]-[type-i]-[ans-i],0.0026160478591918945
8,6,[lc]-[s]-[type-i]-[ans-iii],0.002187490463256836
9,1,[og]-[ns]-[type-i]-[ans-iii],0.0021284818649291992
10,14,[lc]-[s]-[type-ii]-[ans-iii],0.002007126808166504
11,17,[og]-[ns]-[type-iii]-[ans-i],0.001972377300262451
12,33,[og]-[ns]-[type-ii]-[ans-iii],0.0018589496612548828
13,30,[lc]-[s]-[type-ii]-[ans-ii],0.0018575191497802734
14,24,[lc]-[s]-[type-i]-[ans-ii],0.0018575191497802734
15,13,[og]-[ns]-[type-ii]-[ans-ii],0.0017535090446472168
16,20,[lc]-[ns]-[type-iii]-[ans-iii],0.0017508864402770996
17,19,[og]-[s]-[type-iii]-[ans-i],0.001736760139465332
18,18,[lc]-[s]-[type-iii]-[ans-i],0.0016559958457946777
19,7,[og]-[s]-[type-i]-[ans-iii],0.0016333460807800293
20,11,[og]-[s]-[type-ii]-[ans-i],0.00160294771194458
21,16,[lc]-[ns]-[type-iii]-[ans-i],0.0015349984169006348
22,29,[og]-[ns]-[type-i]-[ans-ii],0.0015027523040771484
23,4,[lc]-[s]-[type-iii]-[ans-ii],0.0014889240264892578
24,34,[lc]-[ns]-[type-ii]-[ans-i],0.0014711618423461914
25,26,[lc]-[ns]-[type-i]-[ans-i],0.0012879371643066406
26,25,[og]-[s]-[type-i]-[ans-ii],0.0012667179107666016
27,31,[og]-[s]-[type-ii]-[ans-ii],0.0012667179107666016
28,15,[og]-[s]-[type-ii]-[ans-iii],0.0011301636695861816
29,10,[lc]-[s]-[type-ii]-[ans-i],0.0011115670204162598
30,21,[og]-[ns]-[type-iii]-[ans-iii],0.0010894536972045898
31,8,[lc]-[s]-[type-iii]-[ans-iii],0.001047968864440918
32,2,[lc]-[s]-[type-i]-[ans-i],0.0010305047035217285
33,9,[og]-[s]-[type-iii]-[ans-iii],0.0010073184967041016
34,23,[og]-[ns]-[type-iii]-[ans-ii],0.0008981227874755859
35,5,[og]-[s]-[type-iii]-[ans-ii],0.0007399320602416992
