Template Selection Results
+----+--------------------------------+------------+
|    | Template                       |     Scores |
|----+--------------------------------+------------|
|  0 | [lc]-[s]-[type-ii]-[ans-i]     | 0.00494885 |
|  1 | [lc]-[ns]-[type-i]-[ans-i]     | 0.00489712 |
|  2 | [lc]-[ns]-[type-i]-[ans-ii]    | 0.00400436 |
|  3 | [lc]-[s]-[type-iii]-[ans-i]    | 0.00353086 |
|  4 | [lc]-[s]-[type-i]-[ans-i]      | 0.00349534 |
|  5 | [lc]-[ns]-[type-ii]-[ans-i]    | 0.00343013 |
|  6 | [lc]-[ns]-[type-iii]-[ans-i]   | 0.00322461 |
|  7 | [lc]-[ns]-[type-ii]-[ans-ii]   | 0.00260711 |
|  8 | [lc]-[ns]-[type-ii]-[ans-iii]  | 0.00259763 |
|  9 | [lc]-[ns]-[type-i]-[ans-iii]   | 0.00254476 |
| 10 | [lc]-[s]-[type-ii]-[ans-ii]    | 0.00226414 |
| 11 | [lc]-[s]-[type-i]-[ans-ii]     | 0.00226414 |
| 12 | [lc]-[s]-[type-i]-[ans-iii]    | 0.00224268 |
| 13 | [og]-[ns]-[type-i]-[ans-i]     | 0.00216687 |
| 14 | [lc]-[s]-[type-ii]-[ans-iii]   | 0.00188202 |
| 15 | [og]-[ns]-[type-i]-[ans-ii]    | 0.00184995 |
| 16 | [og]-[ns]-[type-iii]-[ans-i]   | 0.00184387 |
| 17 | [og]-[s]-[type-iii]-[ans-i]    | 0.00181174 |
| 18 | [og]-[s]-[type-ii]-[ans-ii]    | 0.00167698 |
| 19 | [og]-[s]-[type-i]-[ans-ii]     | 0.00167698 |
| 20 | [og]-[s]-[type-iii]-[ans-iii]  | 0.0016644  |
| 21 | [og]-[s]-[type-ii]-[ans-i]     | 0.00166363 |
| 22 | [lc]-[ns]-[type-iii]-[ans-ii]  | 0.00159538 |
| 23 | [og]-[s]-[type-i]-[ans-i]      | 0.00151962 |
| 24 | [og]-[s]-[type-ii]-[ans-iii]   | 0.00147212 |
| 25 | [lc]-[s]-[type-iii]-[ans-iii]  | 0.00146151 |
| 26 | [lc]-[s]-[type-iii]-[ans-ii]   | 0.00137353 |
| 27 | [lc]-[ns]-[type-iii]-[ans-iii] | 0.00135291 |
| 28 | [og]-[ns]-[type-ii]-[ans-iii]  | 0.00131142 |
| 29 | [og]-[ns]-[type-iii]-[ans-iii] | 0.00130689 |
| 30 | [og]-[s]-[type-iii]-[ans-ii]   | 0.001297   |
| 31 | [og]-[ns]-[type-iii]-[ans-ii]  | 0.0012114  |
| 32 | [og]-[ns]-[type-ii]-[ans-i]    | 0.00116092 |
| 33 | [og]-[ns]-[type-i]-[ans-iii]   | 0.00110155 |
| 34 | [og]-[s]-[type-i]-[ans-iii]    | 0.00107157 |
| 35 | [og]-[ns]-[type-ii]-[ans-ii]   | 0.0010677  |
+----+--------------------------------+------------+

For OPT, among these templates, [lc]-[s]-[type-ii]-[ans-i] achieved the highest score.
