,index,Template,Scores
0,2,[lc]-[s]-[type-i]-[ans-i],0.0007336139678955078
1,11,[og]-[s]-[type-ii]-[ans-i],0.0006358623504638672
2,32,[lc]-[ns]-[type-ii]-[ans-iii],0.0005424022674560547
3,3,[og]-[s]-[type-i]-[ans-i],0.0005168914794921875
4,10,[lc]-[s]-[type-ii]-[ans-i],0.0004667043685913086
5,6,[lc]-[s]-[type-i]-[ans-iii],0.0004500150680541992
6,14,[lc]-[s]-[type-ii]-[ans-iii],0.0004385709762573242
7,34,[lc]-[ns]-[type-ii]-[ans-i],0.0004369020462036133
8,28,[lc]-[ns]-[type-i]-[ans-ii],0.0004131793975830078
9,8,[lc]-[s]-[type-iii]-[ans-iii],0.0003916025161743164
10,26,[lc]-[ns]-[type-i]-[ans-i],0.0003867149353027344
11,27,[og]-[ns]-[type-i]-[ans-i],0.0003592967987060547
12,25,[og]-[s]-[type-i]-[ans-ii],0.0003579854965209961
13,31,[og]-[s]-[type-ii]-[ans-ii],0.0003579854965209961
14,33,[og]-[ns]-[type-ii]-[ans-iii],0.00033473968505859375
15,20,[lc]-[ns]-[type-iii]-[ans-iii],0.00033354759216308594
16,19,[og]-[s]-[type-iii]-[ans-i],0.00032150745391845703
17,35,[og]-[ns]-[type-ii]-[ans-i],0.0003083944320678711
18,5,[og]-[s]-[type-iii]-[ans-ii],0.0003031492233276367
19,13,[og]-[ns]-[type-ii]-[ans-ii],0.0003008842468261719
20,15,[og]-[s]-[type-ii]-[ans-iii],0.0002949237823486328
21,30,[lc]-[s]-[type-ii]-[ans-ii],0.00029027462005615234
22,24,[lc]-[s]-[type-i]-[ans-ii],0.00029027462005615234
23,18,[lc]-[s]-[type-iii]-[ans-i],0.0002802610397338867
24,7,[og]-[s]-[type-i]-[ans-iii],0.0002611875534057617
25,17,[og]-[ns]-[type-iii]-[ans-i],0.00025713443756103516
26,0,[lc]-[ns]-[type-i]-[ans-iii],0.0002523660659790039
27,23,[og]-[ns]-[type-iii]-[ans-ii],0.00024628639221191406
28,12,[lc]-[ns]-[type-ii]-[ans-ii],0.0002429485321044922
29,29,[og]-[ns]-[type-i]-[ans-ii],0.00024080276489257812
30,1,[og]-[ns]-[type-i]-[ans-iii],0.00024056434631347656
31,9,[og]-[s]-[type-iii]-[ans-iii],0.0002301931381225586
32,22,[lc]-[ns]-[type-iii]-[ans-ii],0.0002295970916748047
33,4,[lc]-[s]-[type-iii]-[ans-ii],0.0002262592315673828
34,16,[lc]-[ns]-[type-iii]-[ans-i],0.00022602081298828125
35,21,[og]-[ns]-[type-iii]-[ans-iii],0.00019311904907226562
