,index,Template,Scores
0,17,[og]-[ns]-[type-iii]-[ans-i],0.001958608627319336
1,16,[lc]-[ns]-[type-iii]-[ans-i],0.001661539077758789
2,27,[og]-[ns]-[type-i]-[ans-i],0.001621246337890625
3,19,[og]-[s]-[type-iii]-[ans-i],0.0012291669845581055
4,0,[lc]-[ns]-[type-i]-[ans-iii],0.0011500120162963867
5,26,[lc]-[ns]-[type-i]-[ans-i],0.0011265277862548828
6,28,[lc]-[ns]-[type-i]-[ans-ii],0.0010726451873779297
7,1,[og]-[ns]-[type-i]-[ans-iii],0.0010683536529541016
8,22,[lc]-[ns]-[type-iii]-[ans-ii],0.001036524772644043
9,29,[og]-[ns]-[type-i]-[ans-ii],0.0010085105895996094
10,34,[lc]-[ns]-[type-ii]-[ans-i],0.0009919404983520508
11,32,[lc]-[ns]-[type-ii]-[ans-iii],0.00098419189453125
12,35,[og]-[ns]-[type-ii]-[ans-i],0.0009608268737792969
13,13,[og]-[ns]-[type-ii]-[ans-ii],0.0009444952011108398
14,11,[og]-[s]-[type-ii]-[ans-i],0.0009442567825317383
15,12,[lc]-[ns]-[type-ii]-[ans-ii],0.0009385347366333008
16,33,[og]-[ns]-[type-ii]-[ans-iii],0.0008816719055175781
17,18,[lc]-[s]-[type-iii]-[ans-i],0.0008711814880371094
18,21,[og]-[ns]-[type-iii]-[ans-iii],0.0008345842361450195
19,20,[lc]-[ns]-[type-iii]-[ans-iii],0.0008294582366943359
20,23,[og]-[ns]-[type-iii]-[ans-ii],0.0008230209350585938
21,8,[lc]-[s]-[type-iii]-[ans-iii],0.0007965564727783203
22,5,[og]-[s]-[type-iii]-[ans-ii],0.0007582902908325195
23,3,[og]-[s]-[type-i]-[ans-i],0.0007570981979370117
24,15,[og]-[s]-[type-ii]-[ans-iii],0.0007395744323730469
25,10,[lc]-[s]-[type-ii]-[ans-i],0.0007343292236328125
26,2,[lc]-[s]-[type-i]-[ans-i],0.0007305145263671875
27,9,[og]-[s]-[type-iii]-[ans-iii],0.0006906986236572266
28,14,[lc]-[s]-[type-ii]-[ans-iii],0.0006878376007080078
29,6,[lc]-[s]-[type-i]-[ans-iii],0.0006670951843261719
30,30,[lc]-[s]-[type-ii]-[ans-ii],0.0006448030471801758
31,24,[lc]-[s]-[type-i]-[ans-ii],0.0006448030471801758
32,7,[og]-[s]-[type-i]-[ans-iii],0.0006326436996459961
33,4,[lc]-[s]-[type-iii]-[ans-ii],0.0005868673324584961
34,31,[og]-[s]-[type-ii]-[ans-ii],0.0005515813827514648
35,25,[og]-[s]-[type-i]-[ans-ii],0.0005515813827514648
