Template Selection Results
+----+--------------------------------+------------+
|    | Template                       |     Scores |
|----+--------------------------------+------------|
|  0 | [lc]-[s]-[type-i]-[ans-iii]    | 0.00430417 |
|  1 | [lc]-[s]-[type-iii]-[ans-i]    | 0.00398195 |
|  2 | [lc]-[s]-[type-i]-[ans-i]      | 0.00383234 |
|  3 | [lc]-[s]-[type-ii]-[ans-iii]   | 0.00380814 |
|  4 | [lc]-[s]-[type-i]-[ans-ii]     | 0.00356662 |
|  5 | [lc]-[s]-[type-ii]-[ans-ii]    | 0.00356662 |
|  6 | [lc]-[ns]-[type-ii]-[ans-iii]  | 0.00352669 |
|  7 | [lc]-[ns]-[type-ii]-[ans-ii]   | 0.00348234 |
|  8 | [lc]-[ns]-[type-iii]-[ans-iii] | 0.00312078 |
|  9 | [lc]-[ns]-[type-i]-[ans-i]     | 0.00309801 |
| 10 | [lc]-[s]-[type-ii]-[ans-i]     | 0.0030818  |
| 11 | [lc]-[ns]-[type-iii]-[ans-ii]  | 0.00303125 |
| 12 | [lc]-[s]-[type-iii]-[ans-iii]  | 0.00297225 |
| 13 | [lc]-[ns]-[type-ii]-[ans-i]    | 0.0028944  |
| 14 | [lc]-[ns]-[type-iii]-[ans-i]   | 0.00285602 |
| 15 | [lc]-[s]-[type-iii]-[ans-ii]   | 0.00275695 |
| 16 | [lc]-[ns]-[type-i]-[ans-iii]   | 0.00253057 |
| 17 | [lc]-[ns]-[type-i]-[ans-ii]    | 0.00251341 |
| 18 | [og]-[ns]-[type-iii]-[ans-iii] | 0.0023278  |
| 19 | [og]-[ns]-[type-i]-[ans-i]     | 0.00228751 |
| 20 | [og]-[ns]-[type-ii]-[ans-iii]  | 0.00227779 |
| 21 | [og]-[s]-[type-ii]-[ans-iii]   | 0.00214458 |
| 22 | [og]-[ns]-[type-i]-[ans-iii]   | 0.00208193 |
| 23 | [og]-[ns]-[type-ii]-[ans-ii]   | 0.00200593 |
| 24 | [og]-[s]-[type-i]-[ans-iii]    | 0.00192904 |
| 25 | [og]-[ns]-[type-iii]-[ans-i]   | 0.00187111 |
| 26 | [og]-[ns]-[type-iii]-[ans-ii]  | 0.00160706 |
| 27 | [og]-[s]-[type-ii]-[ans-ii]    | 0.0015831  |
| 28 | [og]-[s]-[type-i]-[ans-ii]     | 0.0015831  |
| 29 | [og]-[s]-[type-iii]-[ans-iii]  | 0.00151843 |
| 30 | [og]-[ns]-[type-i]-[ans-ii]    | 0.00135696 |
| 31 | [og]-[s]-[type-ii]-[ans-i]     | 0.0013212  |
| 32 | [og]-[ns]-[type-ii]-[ans-i]    | 0.0012989  |
| 33 | [og]-[s]-[type-iii]-[ans-i]    | 0.00122142 |
| 34 | [og]-[s]-[type-iii]-[ans-ii]   | 0.00116569 |
| 35 | [og]-[s]-[type-i]-[ans-i]      | 0.00113136 |
+----+--------------------------------+------------+

For OPT, among these templates, [lc]-[s]-[type-i]-[ans-iii] achieved the highest score.
