Template Selection Results
+----+--------------------------------+-------------+
|    | Template                       |      Scores |
|----+--------------------------------+-------------|
|  0 | [lc]-[s]-[type-ii]-[ans-i]     | 0.00217116  |
|  1 | [lc]-[ns]-[type-ii]-[ans-ii]   | 0.00203788  |
|  2 | [lc]-[s]-[type-i]-[ans-i]      | 0.00175607  |
|  3 | [og]-[ns]-[type-ii]-[ans-ii]   | 0.00169992  |
|  4 | [og]-[ns]-[type-i]-[ans-i]     | 0.00168657  |
|  5 | [lc]-[ns]-[type-i]-[ans-i]     | 0.001652    |
|  6 | [lc]-[ns]-[type-iii]-[ans-i]   | 0.00151801  |
|  7 | [og]-[ns]-[type-ii]-[ans-i]    | 0.00146675  |
|  8 | [lc]-[ns]-[type-iii]-[ans-ii]  | 0.00144231  |
|  9 | [og]-[s]-[type-i]-[ans-i]      | 0.00144148  |
| 10 | [og]-[ns]-[type-iii]-[ans-i]   | 0.00138688  |
| 11 | [og]-[s]-[type-ii]-[ans-i]     | 0.00133121  |
| 12 | [lc]-[ns]-[type-iii]-[ans-iii] | 0.0013082   |
| 13 | [lc]-[s]-[type-i]-[ans-ii]     | 0.00130618  |
| 14 | [lc]-[s]-[type-ii]-[ans-ii]    | 0.00130618  |
| 15 | [lc]-[ns]-[type-ii]-[ans-i]    | 0.00129616  |
| 16 | [lc]-[ns]-[type-ii]-[ans-iii]  | 0.00129223  |
| 17 | [og]-[ns]-[type-i]-[ans-iii]   | 0.00128472  |
| 18 | [og]-[ns]-[type-i]-[ans-ii]    | 0.00126219  |
| 19 | [lc]-[ns]-[type-i]-[ans-iii]   | 0.0012188   |
| 20 | [og]-[ns]-[type-ii]-[ans-iii]  | 0.00119209  |
| 21 | [lc]-[s]-[type-iii]-[ans-i]    | 0.00114679  |
| 22 | [og]-[ns]-[type-iii]-[ans-ii]  | 0.00110173  |
| 23 | [og]-[s]-[type-ii]-[ans-iii]   | 0.00108433  |
| 24 | [og]-[s]-[type-i]-[ans-iii]    | 0.00108111  |
| 25 | [lc]-[ns]-[type-i]-[ans-ii]    | 0.00103557  |
| 26 | [og]-[s]-[type-ii]-[ans-ii]    | 0.00103271  |
| 27 | [og]-[s]-[type-i]-[ans-ii]     | 0.00103271  |
| 28 | [lc]-[s]-[type-ii]-[ans-iii]   | 0.00101507  |
| 29 | [og]-[s]-[type-iii]-[ans-i]    | 0.00101268  |
| 30 | [og]-[ns]-[type-iii]-[ans-iii] | 0.000969172 |
| 31 | [lc]-[s]-[type-i]-[ans-iii]    | 0.000935435 |
| 32 | [lc]-[s]-[type-iii]-[ans-ii]   | 0.000932217 |
| 33 | [lc]-[s]-[type-iii]-[ans-iii]  | 0.000844836 |
| 34 | [og]-[s]-[type-iii]-[ans-iii]  | 0.000808001 |
| 35 | [og]-[s]-[type-iii]-[ans-ii]   | 0.000798464 |
+----+--------------------------------+-------------+

For OPT, among these templates, [lc]-[s]-[type-ii]-[ans-i] achieved the highest score.
